Gender,USCitizen,English,POE,ID,BooksReadSummer,ReadProgHS,PartReadProgHS,OwnBookSummer,PercentReadSummer,WhyNotRead,FamilyRead,SummerSurvey,QuizScore,FirstGen,PercentReadSummerFollowup,PercentReadSemester,Reread,CWSRead,CWSWrite,Think,Challenge,EnjoyBook,EventAdd,CourseList,FollowupSurvey,Book,Year,ReadSummer,ReadFollowup,ReadSemester,AttendEvent,Englsh,FamilyMemberWhoRead,CourseEffect,ConversationsCount,ConverstationsWith,ConversationsFamily,ConversationNumberPeople,ConversationTopic,BookOwn,BookLength,BookDifficulty,KnowSummerRead,WhichOrientation,FamilyMemberRead
Female,Yes,Yes,Bio,1068076,20,Yes,Yes,No,10,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.5,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1087322,0,No,No,No,0,"I was too busy to finish	, I wasn’t interested in the topic",No,Yes,0.333333333,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,psychology,1093115,3,No,No,Yes,20,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.333333333,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Environmental Science,1078565,6,Yes,Yes,Yes,0,I wasn’t interested in the topic,No,Yes,0.166666667,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Political Science,972050,3,Yes,Yes,No,0,"I was too busy to finish	, I don’t like reading, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.833333333,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Psychology,1100551,6,No,No,No,15,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.333333333,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1098670,10,No,No,Yes,20,"I was too busy to finish	, I don’t like reading, I lost interest/thought the book was boring",No,Yes,0.5,No,0,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,,,,n/a,,,,,,
Female,Yes,Yes,Business,1068910,10,Yes,Yes,Yes,,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.5,,,,,,,,,,,,,Complicated,2014,,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Bio,1100486,3,Yes,No,Yes,60,"I don’t like reading, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.166666667,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Biology/Environmental studies,1065783,3,Yes,Yes,Yes,0.2,I lost interest/thought the book was boring,No,Yes,0.5,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Humanities,1100460,2,Yes,Yes,Yes,96,I was too busy to finish,No,Yes,0.666666667,,,,,,,,,,,,,Complicated,2014,Yes,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Business,1094328,0,No,No,Yes,4,"I don’t like reading, I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,education,1099123,3,No,No,No,0,"I was too busy to finish	, I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Psychology,1088988,3,Yes,Yes,Yes,5,I lost interest/thought the book was boring,No,Yes,0.5,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,No,No,math,1099006,0,No,No,No,0,I don’t like reading,No,Yes,0.166666667,No,0,0,No,The book wasn't assigned,None,2,2,2,4,,Yes,Complicated,2014,No,No,No,Yes,,,No,1,"an individual, groups",parents,5,do we need to read this book,,,,,,
Male,Yes,Yes,BAC,1050155,0,No,,Yes,10,I wasn’t interested in the topic,No,Yes,0.5,No,10,10,No,The book wasn't assigned,"Blog post, None",5,5,5,5,,Yes,Complicated,2014,No,No,No,No,,,No,0,,,0,nothing because they didn't happen.,,,,,,
Male,Yes,Yes,Education,1084662,4,No,No,No,0,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Secondary ed. Mathematics,1079202,1,No,No,Yes,70,"I was too busy to finish	, I don’t like reading, I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",Yes,Yes,0.333333333,No,75,0,No,Some of the chapters in the book,None,5,5,5,5,,Yes,Complicated,2014,No,No,No,Yes,,,No,a shit ton,groups,parents,Lots,Mutual hatred of the book. We talked about how it was not meant for our age group and is more for parents.,,,,,,
Male,Yes,Yes,Biology,1083744,0,No,No,No,0,,No,Yes,0.166666667,No,0,5,No,All of the book,Response/Reflection paper,5,5,5,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,,,0,,,,,,,
Female,Yes,Yes,,1098043,2,No,No,Yes,50,"I don’t like reading, I lost interest/thought the book was boring",No,Yes,0.333333333,No,90,100,No,All of the book,Free write in class,4,4,3,3,,Yes,Complicated,2014,No,Yes,Yes,Yes,,,No,,groups,,2,What the book was about,,,,,,
Male,Yes,Yes,Business,1098777,0,Yes,No,No,0,"I don’t like reading, I didn’t see the point of the assignment, I wasn’t interested in the topic",No,Yes,0.166666667,No,0,0,No,The book wasn't assigned,"Free write in class, Response/Reflection paper",1,1,1,1,,Yes,Complicated,2014,No,No,No,Yes,,,No,1,groups,,5,How weird it was,,,,,,
Female,Yes,Yes,Biology,1083539,12,No,No,Yes,25,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.5,No,2,3,No,Some of the chapters in the book,Free write in class,5,5,5,,,Yes,Complicated,2014,No,No,No,No,,,No,0,,,,,,,,,,
Male,Yes,Yes,science,1097208,1,Yes,Yes,No,0,,No,Yes,,No,0,0,No,The book wasn't assigned,None,,,,,,Yes,Complicated,2014,No,No,No,No,,,,,,,,,,,,,,
Male,No,Yes,pre-PT,1106631,1,Yes,No,Yes,40,,No,Yes,0.666666667,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,finance,1103364,2,No,No,No,0,I was too busy to finish,No,Yes,0.333333333,No,0,0,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,,,0,,,,,,,
Male,No,No,Business,1079838,1,No,No,No,0,,No,Yes,0.333333333,Yes,20,60,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,1,groups,parents,1,Talking about feelings of social media.,,,,,,
Male,Yes,Yes,sociology,1097070,1,No,No,No,25,I was too busy to finish,No,Yes,,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,English,1098949,15,Yes,Yes,No,10,"I was too busy to finish	, I didn’t see the point of the assignment, I lost interest/thought the book was boring",No,Yes,0.333333333,Yes,2,2,No,The book wasn't assigned,"Response/Reflection paper, None",5,5,5,3,,Yes,Complicated,2014,No,No,No,No,,,No,2,"an individual, groups",parents,5,How awful and outdated it was,,,,,,
Male,Yes,Yes,Psychology,1102040,3,No,No,Yes,25,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.166666667,No,10,0,No,The book wasn't assigned,None,5,5,5,1,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,"an individual, groups",,0,,,,,,,
Male,Yes,Yes,physics engineering,1097353,1,No,No,Yes,30,"I was too busy to finish	, I don’t like reading",No,Yes,0.333333333,No,35,0,No,All of the book,Free write in class,2,3,4,2,,Yes,Complicated,2014,No,No,No,Yes,,,No,none,,,none,I did not part take in any such conversations.,,,,,,
Male,Yes,Yes,early childhood education,1100566,1,No,No,No,10,I lost interest/thought the book was boring,No,Yes,0.166666667,Yes,17,0,No,Some of the chapters in the book,None,1,1,1,2,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,an individual,siblings,0,"""Did we have to read this.""",,,,,,
Male,Yes,Yes,International Studies,1065918,0,No,No,No,0,"I don’t like reading, I didn’t see the point of the assignment, I wasn’t interested in the topic",No,Yes,,No,0,2,No,Some of the chapters in the book,Response/Reflection paper,4,4,4,4,,Yes,Complicated,2014,No,No,No,Yes,,,No,3,an individual,,4,Why it was assigned.,,,,,,
Male,Yes,Yes,BAC,1091652,0,Yes,Yes,Yes,0,I didn’t see the point of the assignment,No,Yes,0,No,0,10,No,Some of the chapters in the book,Response/Reflection paper,5,5,5,5,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,,,0,,,,,,,
Female,Yes,Yes,Environmental Science,1080684,2,No,No,Yes,1,,No,Yes,0.666666667,No,100,10,Yes,Some of the chapters in the book,"Free write in class, Response/Reflection paper",4,2,5,5,,Yes,Complicated,2014,No,Yes,No,Yes,,,No,5,"an individual, groups",parents,7,How many of my classmates did not read the book. How I really did not enjoy the book because it was repetitive and boring.,,,,,,
Female,Yes,Yes,biology,1064311,0,No,No,Yes,10,"I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.166666667,Yes,10,10,Yes,Some of the chapters in the book,"Free write in class, Response/Reflection paper",5,5,5,5,,Yes,Complicated,2014,No,No,No,Yes,,,No,12,"an individual, groups","parents, other family members",7,I don't remember.,,,,,,
Female,Yes,Yes,Biology,1092899,1,Yes,Yes,Yes,25,"I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,No,25,0,No,Some of the chapters in the book,Free write in class,5,5,5,5,,Yes,Complicated,2014,No,No,No,No,,,No,1,an individual,parents,1,How bad the book was,,,,,,
Female,Yes,Yes,Biology,1094418,1,Yes,No,No,0,"I was too busy to finish	, I didn’t see the point of the assignment, I wasn’t interested in the topic",No,Yes,0.333333333,No,0,0,No,The book wasn't assigned,Response/Reflection paper,5,5,5,5,,Yes,Complicated,2014,No,No,No,No,,,No,0,,,3,That it was a terrible book.,,,,,,
Female,Yes,Yes,Religion,1081187,2,Yes,Yes,No,1,,No,Yes,0.666666667,No,100,0,No,The book wasn't assigned,None,2,2,2,3,,Yes,Complicated,2014,No,Yes,No,Yes,,,No,2,an individual,parents,2,"social media
complaints about how the lecture summarized the book",,,,,,
Male,Yes,Yes,Biology,1100472,0,No,No,No,0,"I was too busy to finish	, I don’t like reading",No,Yes,0.333333333,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Business,1098287,1,Yes,No,No,0,I was too busy to finish,No,Yes,0.5,Yes,25,50,Yes,Some of the chapters in the book,Free write in class,3,5,5,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,5,groups,,5,We talked about how much we didn't like the book.,,,,,,
Male,Yes,Yes,accounting,,0,No,No,No,0,I don’t like reading,No,Yes,0.333333333,,,,No,The book wasn't assigned,None,5,5,4,,,Yes,Complicated,2014,No,,,No,,,No,3,"an individual, groups",,3,About what we thought of the parts of the book we read.,,,,,,
Male,Yes,Yes,accounting,,0,No,No,No,0,I don’t like reading,No,Yes,0.333333333,,,0,No,The book wasn't assigned,None,1,1,1,1,,Yes,Complicated,2014,No,,No,No,,,No,,,,,,,,,,,
Male,Yes,Yes,accounting,,0,No,No,No,0,I don’t like reading,No,Yes,0.333333333,,,,No,The book wasn't assigned,None,1,1,1,1,,Yes,Complicated,2014,No,,,Yes,,,No,None,groups,parents,None,Nothing because I didn't talk about it,,,,,,
Male,Yes,Yes,accounting,,0,No,No,No,0,I don’t like reading,No,Yes,0.333333333,,,0,No,The book wasn't assigned,None,1,4,4,4,,Yes,Complicated,2014,No,,No,Yes,,,No,0,,,0,,,,,,,
Male,Yes,Yes,accounting,,0,No,No,No,0,I don’t like reading,No,Yes,0.333333333,,,5,No,The book wasn't assigned,Free write in class,4,4,4,2,,Yes,Complicated,2014,No,,No,Yes,,,No,2,"an individual, groups",,4,The book was repetitive and didnt present much new information.,,,,,,
Male,Yes,Yes,science,,1,No,No,No,0,I was too busy to finish,No,Yes,0.5,,,,No,The book wasn't assigned,None,5,5,4,,,Yes,Complicated,2014,No,,,No,,,No,3,"an individual, groups",,3,About what we thought of the parts of the book we read.,,,,,,
Male,Yes,Yes,science,,1,No,No,No,0,I was too busy to finish,No,Yes,0.5,,,0,No,The book wasn't assigned,None,1,1,1,1,,Yes,Complicated,2014,No,,No,No,,,No,,,,,,,,,,,
Male,Yes,Yes,science,,1,No,No,No,0,I was too busy to finish,No,Yes,0.5,,,,No,The book wasn't assigned,None,1,1,1,1,,Yes,Complicated,2014,No,,,Yes,,,No,None,groups,parents,None,Nothing because I didn't talk about it,,,,,,
Male,Yes,Yes,science,,1,No,No,No,0,I was too busy to finish,No,Yes,0.5,,,0,No,The book wasn't assigned,None,1,4,4,4,,Yes,Complicated,2014,No,,No,Yes,,,No,0,,,0,,,,,,,
Male,Yes,Yes,science,,1,No,No,No,0,I was too busy to finish,No,Yes,0.5,,,5,No,The book wasn't assigned,Free write in class,4,4,4,2,,Yes,Complicated,2014,No,,No,Yes,,,No,2,"an individual, groups",,4,The book was repetitive and didnt present much new information.,,,,,,
Male,Yes,Yes,Accounting,1100654,4,Yes,Yes,No,,I wasn’t interested in the topic,No,Yes,0.666666667,No,18,5,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,,No,No,No,,,No,1,an individual,,1,The main point of the book.,,,,,,
Male,Yes,Yes,Biology,1086816,1,Yes,Yes,Yes,90,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.666666667,No,90,90,No,The book wasn't assigned,,2,3,5,,,Yes,Complicated,2014,Yes,Yes,Yes,No,,,No,5,an individual,,2,How the book wasn't assigned for class.,,,,,,
,,,,964543,,,,,,,,,,No,75,80,No,Some of the chapters in the book,"Formal Essay for CWS, Response/Reflection paper",1,1,5,,,Yes,Complicated,2014,,No,No,No,,,No,1,an individual,parents,0,,,,,,,
,,,,1093477,,,,,,,,,,No,20,20,No,The book wasn't assigned,None,2,4,4,,,Yes,Complicated,2014,,No,No,No,,,No,0,,,,,,,,,,
,,,,1099136,,,,,,,,,,No,15,0,No,The book wasn't assigned,None,4,5,3,3,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,,,,,,,
,,,,1099003,,,,,,,,,,Yes,0,40,,Some of the chapters in the book,Free write in class,3,4,4,3,,Yes,Complicated,2014,,No,No,Yes,,,No,2,an individual,,2,"How they feel about the book and about the lecture
",,,,,,
,,,,1076455,,,,,,,,,,Yes,100,20,Yes,Some of the chapters in the book,Free write in class,4,5,3,,,Yes,Complicated,2014,,Yes,No,No,,,No,5,groups,,12,They really disliked the book and I usually defended it.,,,,,,
,,,,1086391,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,N/A,,,,,,
,,,,1080513,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,,,,,,Yes,Complicated,2014,,No,No,No,,,,,,,,,,,,,,
,,,,1089179,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,1,1,1,1,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,Nothing,,,,,,
,,,,954760,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,5,5,5,2,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,0,No conversations,,,,,,
,,,,1086223,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,5,5,5,2,,Yes,Complicated,2014,,No,No,Yes,,,No,1 maybe?,groups,,maybe about 3,The event was interesting and Boyd seemed very informed regarding the subject.,,,,,,
,,,,1099770,,,,,,,,,,No,10,11,No,All of the book,"Formal Essay for CWS, Response/Reflection paper",5,3,5,5,,Yes,Complicated,2014,,No,No,No,,,No,20,"an individual, groups",,20,"The ideas, the verbiage,",,,,,,
,,,,1086596,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,I didn't.,,,,,,
,,,,1091653,,,,,,,,,,No,5,0,No,All of the book,None,4,3,5,4,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,0,,,,,,,
,,,,1088703,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,5,5,5,,,Yes,Complicated,2014,,No,No,No,,,,,,,,,,,,,,
,,,,1106629,,,,,,,,,,Yes,5,5,Yes,The book wasn't assigned,None,2,2,4,3,,Yes,Complicated,2014,,No,No,Yes,,,No,2,"an individual, groups",,2,,,,,,,
,,,,1094114,,,,,,,,,,No,5,5,No,The book wasn't assigned,None,3,3,4,5,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,Nothing.,,,,,,
,,,,1063894,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,,No,No,Yes,,,No,0,groups,parents,0,The pointlessness of her argument.,,,,,,
,,,,1098669,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,1,how we didn't read it,,,,,,
,,,,1095663,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,Nothing,,,,,,
,,,,1089588,,,,,,,,,,No,50,50,Yes,Some of the chapters in the book,"Formal Essay for CWS, Response/Reflection paper",3,3,5,4,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,0,,,,,,,
,,,,1114245,,,,,,,,,,No,0,100,Yes,Some of the chapters in the book,Formal Essay for CWS,3,,1,1,,Yes,Complicated,2014,,No,Yes,Yes,,,No,0,,other family members,0,Social media,,,,,,
,,,,1050408,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,,,,,,,
,,,,1095835,,,,,,,,,,No,10,0,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,,,,,,,
,,,,1083265,,,,,,,,,,No,20,0,No,The book wasn't assigned,None,2,2,3,,,Yes,Complicated,2014,,No,No,No,,,No,one,an individual,parents,one,"I can't remember much, but I knew about most of the material that the book touched on already.",,,,,,
,,,,1068017,,,,,,,,,,No,50,0,No,The book wasn't assigned,None,2,3,5,,,Yes,Complicated,2014,,No,No,No,,,No,2,groups,,4,What we agreed/disagreed with,,,,,,
,,,,1051940,,,,,,,,,,No,75,0,No,The book wasn't assigned,None,5,5,5,,,Yes,Complicated,2014,,No,No,No,,,,,,,,,,,,,,
,,,,1107877,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,5,5,3,3,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,,,,,,,
,,,,1100730,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,5,5,5,3,,Yes,Complicated,2014,,No,No,Yes,,,No,1,an individual,,1,,,,,,,
,,,,1051206,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,4,4,4,3,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,0,,,,,,,
,,,,101065744,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,5,5,5,,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,,,,,,,
,,,,1102506,,,,,,,,,,Yes,0,0,No,The book wasn't assigned,None,5,5,5,3,,Yes,Complicated,2014,,No,No,Yes,,,No,1,an individual,,1,I did not read the book. He told me what is was about. basically a quick view on what its abut,,,,,,
,,,,1054357,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,4,4,4,4,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,0,,,,,,,
,,,,1076786,,,,,,,,,,Yes,10,15,No,Some of the chapters in the book,"Formal Essay for CWS, Response/Reflection paper",4,4,4,4,,Yes,Complicated,2014,,No,No,Yes,,,No,3,groups,parents,3,The content of the book.,,,,,,
,,,,1094520,,,,,,,,,,No,10,15,Yes,Some of the chapters in the book,Free write in class,3,3,4,2,,Yes,Complicated,2014,,No,No,Yes,,,No,5,"an individual, groups",,3,We talked about how we did not read the book at all and asked others(who actually read it) to summarize what she talked about,,,,,,
,,,,1110731,,,,,,,,,,Yes,0,0,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,,No,No,No,,,No,0,,,,,,,,,,
,,,,1076474,,,,,,,,,,Yes,20,0,No,The book wasn't assigned,None,3,3,4,3,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,0,,,,,,,
,,,,1085335,,,,,,,,,,No,1,1,No,The book wasn't assigned,None,5,5,4,,,Yes,Complicated,2014,,No,No,No,,,No,3,groups,,3,How much we didn't like the book,,,,,,
,,,,598792,,,,,,,,,,No,100,0,No,The book wasn't assigned,None,3,3,3,,,Yes,Complicated,2014,,Yes,No,No,,,,,,,,,,,,,,
,,,,1065457,,,,,,,,,,Yes,5,5,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,,,,,,,,
,,,,1078038,,,,,,,,,,No,50,10,No,The book wasn't assigned,None,5,5,5,,,Yes,Complicated,2014,,No,No,No,,,No,3,an individual,,3,We discussed the relevance of the book to our lives. We felt it was outdated and not directed to teenagers and young adults.,,,,,,
,,,,1068661,,,,,,,,,,No,1,0,No,All of the book,None,4,4,4,4,,Yes,Complicated,2014,,No,No,No,,,No,1,an individual,parents,0,,,,,,,
,,,,1087912,,,,,,,,,,Yes,0,0,No,The book wasn't assigned,"Free write in class, Response/Reflection paper",5,5,5,5,,Yes,Complicated,2014,,No,No,Yes,,,No,1,an individual,parents,1,How much we disliked the book.,,,,,,
,,,,1086492,,,,,,,,,,No,100,0,No,The book wasn't assigned,None,3,2,3,4,,Yes,Complicated,2014,,Yes,No,Yes,,,No,0,,,0,The conversations were nonexistent,,,,,,
,,,,1089164,,,,,,,,,,No,10,0,No,The book wasn't assigned,None,4,5,4,3,,Yes,Complicated,2014,,No,No,Yes,,,No,1,an individual,,2,"How much time it took, and how repetitive the book was",,,,,,
,,,,100561,,,,,,,,,,No,40,40,No,The book wasn't assigned,None,4,3,2,,,Yes,Complicated,2014,,No,No,No,,,No,0,,,,,,,,,,
,,,,1109692,,,,,,,,,,Yes,0,0,No,The book wasn't assigned,None,3,3,3,4,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,0,,,,,,,
,,,,1107817,,,,,,,,,,No,25,25,No,The book wasn't assigned,"Free write in class, None",4,3,5,5,,Yes,Complicated,2014,,No,No,Yes,,,No,3,"an individual, groups",,10,"How dry the book was. It should have been a research paper of a tenth of the length, and instead was dragged out to be a long book.",,,,,,
,,,,1045982,,,,,,,,,,No,25,0,No,The book wasn't assigned,None,4,4,3,5,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,0,,,,,,,
,,,,1100151,,,,,,,,,,Yes,0,0,No,The book wasn't assigned,None,5,5,5,3,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,none,,,,,,,
,,,,1077982,,,,,,,,,,Yes,0,0,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,,No,No,No,,,No,0,groups,,1,My friend had to write about the book and complained about it continuously.,,,,,,
,,,,1100844,,,,,,,,,,No,0,1,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,,No,No,No,,,No,0,,,,nothing,,,,,,
,,,,1098429,,,,,,,,,,No,10,50,No,Some of the chapters in the book,None,4,4,4,3,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,0,n/a,,,,,,
,,,,1106810,,,,,,,,,,No,0,0,No,Some of the chapters in the book,None,5,5,5,5,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,0,,,,,,,
,,,,1099275,,,,,,,,,,No,0,20,Yes,Some of the chapters in the book,Response/Reflection paper,4,4,4,4,,Yes,Complicated,2014,,No,No,Yes,,,No,3,groups,,4,Just how we did not enjoy certain aspects of the book.,,,,,,
,,,,1107873,,,,,,,,,,No,0,0,No,Some of the chapters in the book,Free write in class,5,4,5,5,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,,,,,,,,
,,,,1067460,,,,,,,,,,No,0,5,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,,No,No,No,,,No,2,"an individual, groups",,5-Jan,"Social media, the relevancy of the book, if we liked it",,,,,,
,,,,1100507,,,,,,,,,,Yes,80,80,No,The book wasn't assigned,None,4,4,3,3,,Yes,Complicated,2014,,No,No,Yes,,,No,3,an individual,,1,How social media was in our own lives.,,,,,,
,,,,1100783,,,,,,,,,,Yes,0,0,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,0,,,,,,,
,,,,1081785,,,,,,,,,,No,0,0,No,Some of the chapters in the book,Free write in class,3,3,3,3,,Yes,Complicated,2014,,No,No,Yes,,,No,2,"an individual, groups",,2,What we had to do in class relating to the book.,,,,,,
,,,,1109701,,,,,,,,,,Yes,50,,No,The book wasn't assigned,None,4,3,3,2,,Yes,Complicated,2014,,No,,Yes,,,No,0,,,,,,,,,,
,,,,1082377,,,,,,,,,,Yes,100,0,No,All of the book,Blog post,3,2,4,5,,Yes,Complicated,2014,,Yes,No,Yes,,,No,10,"an individual, groups",other family members,5,How repetitive and pointless the book was. It made one or two good points and then it just keeps on repeating those and giving evidence to support those points.,,,,,,
,,,,1089203,,,,,,,,,,No,10,0,No,The book wasn't assigned,None,3,3,5,,,Yes,Complicated,2014,,No,No,No,,,No,1,an individual,,1,We talked about how we didn't like the book.,,,,,,
,,,,109948,,,,,,,,,,No,5,100,Yes,The book wasn't assigned,None,4,5,4,3,,Yes,Complicated,2014,,No,Yes,Yes,,,No,8,"an individual, groups","parents, siblings",8,"How it felt like another failed attempt by an adult to try and comprehend the ""complicated"" lives of teenagers. When in-fact it really isn't that complicated.",,,,,,
,,,,1076118,,,,,,,,,,No,1,1,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,,No,No,Yes,,,No,0,,,0,I didn't really have any conversations about it.,,,,,,
,,,,1100710,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,,,,,,,
,,,,1081472,,,,,,,,,,No,1,0,No,The book wasn't assigned,None,3,3,3,,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,,,,,,,
,,,,1101649,,,,,,,,,,No,0,15,Yes,Some of the chapters in the book,None,4,3,3,,,Yes,Complicated,2014,,No,No,No,,,No,0,,,0,,,,,,,
Male,Yes,Yes,Arts,1145594,0,Yes,No,,0,"I was too busy to finish	, I don’t like reading, I didn’t see the point of the assignment, I wasn’t interested in the topic",Yes,Yes,,No,0,0,No,The book was not assigned.,None,5,5,5,,,Yes,Station 11,2016,No,No,No,No,,,No,0,,,0,,Yes,3,3,Orientation,June,Mother
Male,Yes,Yes,Natural Sciences,1144768,0,No,No,,10,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,,No,5,0,No,The book was not assigned.,None,5,5,5,,,Yes,Station 11,2016,No,No,No,No,,,No,0,,,0,,Yes,3,4,Orientation,June,
,Yes,Yes,Natural Sciences,1145724,2,No,No,,50,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,No,0,0,No,The book was not assigned.,None,5,5,5,,,Yes,Station 11,2016,No,No,No,No,,,No,0,,,0,,Yes,3,4,Orientation,June,
